StudyID,RecordID,Virus,Virus.Order,Virus.Family,Virus.Genus,VirusSpecies,Bat_Name,HostFamily,HostGenus,HostSpecies,Genus_spp,N_Individuals,DetectionMethod,SampleType,N_Sample_Pos,N_Sample_Tested,SubsequentTest,Isolate,Sequence,Notes,FirstAuthor,Title,Year,Sampling_Notes,Year_Sampled,MeanYear,Source,N_spp,N_Bats,N_Killed,Prop_Killed,N_Samples,No_Novel_Viruses,N_Total_Viruses,ViralFamiliesTest,General_Notes,Full_Reference,DetMethCat,SampleCat,KillNum,SampPosNum,PrevPos
DR12,1451,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Franquet's Epauletted Fruit Bat,Pteropodidae,Epomops,franqueti,Epomops_franqueti,NA,RT-PCR,blood,0,100,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1452,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Hammer-headed Fruit Bat,Pteropodidae,Hypsignathus,monstrosus,Hypsignathus_monstrosus,NA,RT-PCR,blood,0,100,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1453,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Black-bellied Blossom Bat,Pteropodidae,Melonycteris,melanops,Melonycteris_melanops,NA,RT-PCR,blood,0,7,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1454,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,NA,Pteropodidae,Micropteropus,sp.,Micropteropus_sp.,NA,RT-PCR,feces,0,10,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1455,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Peter's Dwarf Epauletted Fruit Bat,Pteropodidae,Micropteropus,pusillus,Micropteropus_pusillus,NA,RT-PCR,blood,0,100,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1456,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Little Collared Fruit Bat,Pteropodidae,Myonycteris,torquata,Myonycteris_torquata,NA,RT-PCR,blood,0,100,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1457,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,NA,Pteropodidae,Nanonycteris,sp.,Nanonycteris_sp.,NA,RT-PCR,feces,0,7,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1458,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Black Flying Fox,Pteropodidae,Pteropus,alecto,Pteropus_alecto,NA,RT-PCR,blood,0,3,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1459,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Grey-headed Flying Fox,Pteropodidae,Pteropus,poliocephalus,Pteropus_poliocephalus,NA,RT-PCR,blood,0,24,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1460,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Egyptian Fruit Bat,Pteropodidae,Rousettus,aegyptiacus,Rousettus_aegyptiacus,NA,RT-PCR,feces,0,14,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1461,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Egyptian Fruit Bat,Pteropodidae,Rousettus,aegyptiacus,Rousettus_aegyptiacus,NA,RT-PCR,blood,0,100,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1462,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Geoffroy's Rousette,Pteropodidae,Rousettus,amplexicaudatus,Rousettus_amplexicaudatus,NA,RT-PCR,blood,0,1,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1463,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Blasius' Horseshoe Bat,Rhinolophidae,Rhinolophus,blasii,Rhinolophus_blasii,NA,RT-PCR,feces,0,82,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1464,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Mediterranean Horseshoe Bat,Rhinolophidae,Rhinolophus,euryale,Rhinolophus_euryale,NA,RT-PCR,feces,0,243,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1465,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Greater Horseshoe Bat,Rhinolophidae,Rhinolophus,ferrumequinum,Rhinolophus_ferrumequinum,NA,RT-PCR,feces,0,40,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1466,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Lesser Horseshoe Bat,Rhinolophidae,Rhinolophus,hipposideros,Rhinolophus_hipposideros,NA,RT-PCR,feces,0,146,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1467,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Lander's Horseshoe Bat,Rhinolophidae,Rhinolophus,landeri,Rhinolophus_landeri,NA,RT-PCR,feces,0,1,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1468,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Mehely's Horseshoe Bat,Rhinolophidae,Rhinolophus,mehelyi,Rhinolophus_mehelyi,NA,RT-PCR,feces,0,13,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1469,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Aba Roundleaf Bat,Hipposideridae,Hipposideros,abae,Hipposideros_abae,NA,RT-PCR,feces,2,57,0,NA,1,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,1,0.035087719
DR12,1470,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,NA,Hipposideridae,Hipposideros,caffer/ruber,Hipposideros_caffer/ruber,NA,RT-PCR,feces,0,166,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1471,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Slit-faced Bats,Nycteridae,Nycteris,sp.,Nycteris_sp.,NA,RT-PCR,feces,0,4,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1472,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Greater Bulldog Bat,Noctilionidae,Noctilio,leporinus,Noctilio_leporinus,NA,RT-PCR,feces,0,3,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1473,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Greater Bulldog Bat,Noctilionidae,Noctilio,leporinus,Noctilio_leporinus,NA,RT-PCR,blood,0,11,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Blood,0,0,0
DR12,1474,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,African Sheath-tailed Bat,Emballonuridae,Coleura,afra,Coleura_afra,NA,RT-PCR,feces,0,67,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1475,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Greater Dog-like Bat,Emballonuridae,Peropteryx,kappleri,Peropteryx_kappleri,NA,RT-PCR,feces,0,5,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
DR12,1476,NA,Unassigned,Hepeviridae,Hepevirus,Bat hepeviruses,Greater Sac-winged Bat,Emballonuridae,Saccopteryx,bilineata,Saccopteryx_bilineata,NA,RT-PCR,feces,0,1,0,NA,0,,"Drexler, J",Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.,2012,fecal and blood specimens; mist nets; feces from plastic sheets under roost sites; blood from wing/tail veins; released; 35 animals found dead in Germany and delivered to centers and 37 from study site in Ghana,2002-2011,2006,wild-caught; already dead,85,3869,0,0,3869,5,5,1,"total bats not explicitly stated; assumed to be total sample #; individual bat #s not stated, did not assume different samples came from different bats; total viruses found not explicitly stated - assumed to be total novel viruses described","Drexler, Jan Felix, Annika Seelen, Victor Max Corman, Adriana Fumie Tateno, Veronika Cottontail, Rodrigo Melim Zerbinati, Florian Gloza-Rausch et al. ""Bats worldwide carry hepatitis E virus-related viruses that form a putative novel genus within the family Hepeviridae.""_Journal of virology_86, no. 17 (2012): 9134-9147.",Molecular,Feces,0,0,0
